,datetime,post,retweets,favorites
0,2021-10-06 23:59:35,"RT @charliebilello: Returns, Last 10 Years..
Bitcoin $BTC: +1,150,000%
Tesla $TSLA: +14,376%
NVIDIA $NVDA: +6,298%
Netflix $NFLX: +3,485%
D…",1719,0
1,2021-10-06 23:58:50,"80k+ members
Do join=&gt; 
 one of the largest stocks and options trading communities with real traders providing anal… https://t.co/IJvxXaE3HT",0,0
2,2021-10-06 23:58:37,"If you’re interested in day trading Stock and Option, You can check this chatroom&gt; 

$KNDI $MICT $INO $AAPL $SRNE… https://t.co/AYlyaH0TKo",0,0
3,2021-10-06 23:58:22,"Daily Update 10.06.2021 - https://t.co/TPZT1BJ0M6

#stocks #stockmarkets $SPX $QQQ $TSLA $GOOGL $AAPL https://t.co/IV5pXJodLu",0,0
4,2021-10-06 23:57:57,"RT @charliebilello: Returns, Last 10 Years..
Bitcoin $BTC: +1,150,000%
Tesla $TSLA: +14,376%
NVIDIA $NVDA: +6,298%
Netflix $NFLX: +3,485%
D…",1719,0
5,2021-10-06 23:57:55,"RT @charliebilello: Returns, Last 10 Years..
Bitcoin $BTC: +1,150,000%
Tesla $TSLA: +14,376%
NVIDIA $NVDA: +6,298%
Netflix $NFLX: +3,485%
D…",1719,0
6,2021-10-06 23:57:31,"⭐️ Freedom Stocks Watchlist For Tomorrow Pt.2 ⭐️ 

$ABNB 
$MSFT
$AAPL
$TWTR 
$SNAP",0,1
7,2021-10-06 23:57:17,"RT @charliebilello: Returns, Last 10 Years..
Bitcoin $BTC: +1,150,000%
Tesla $TSLA: +14,376%
NVIDIA $NVDA: +6,298%
Netflix $NFLX: +3,485%
D…",1719,0
8,2021-10-06 23:56:53,"RT @charliebilello: Returns, Last 10 Years..
Bitcoin $BTC: +1,150,000%
Tesla $TSLA: +14,376%
NVIDIA $NVDA: +6,298%
Netflix $NFLX: +3,485%
D…",1719,0
9,2021-10-06 23:56:49,"RT @charliebilello: Returns, Last 10 Years..
Bitcoin $BTC: +1,150,000%
Tesla $TSLA: +14,376%
NVIDIA $NVDA: +6,298%
Netflix $NFLX: +3,485%
D…",1719,0
10,2021-10-06 23:56:15,"RT @charliebilello: Returns, Last 10 Years..
Bitcoin $BTC: +1,150,000%
Tesla $TSLA: +14,376%
NVIDIA $NVDA: +6,298%
Netflix $NFLX: +3,485%
D…",1719,0
11,2021-10-06 23:55:31,"RT @charliebilello: Returns, Last 10 Years..
Bitcoin $BTC: +1,150,000%
Tesla $TSLA: +14,376%
NVIDIA $NVDA: +6,298%
Netflix $NFLX: +3,485%
D…",1719,0
