,datetime,post,retweets,favorites
0,2021-10-11 23:41:54,"@DominicRinaldi9 @Pinterest Yep, $GOOG and $FB been losing taken to $PINS lately",0,3
1,2021-10-11 23:29:28,Another thing $GOOG $CROX and $TSLA have in common is that I own all three! :) and will almost certainly pass them… https://t.co/tJ3VlTA5xv,0,0
2,2021-10-11 23:22:20,"@HeroDividend $AMZN
$GOOG
$FB
$TWTR
$NFLX
$AAPL
$EVRG 
$PEP
$KO
$PG
$SONY
$NTDOY
$AMT",0,1
3,2021-10-11 23:17:33,"RT @SixSigmaCapital: $FB $APPL $GOOG $TWTR

“Facebook is the 3rd largest capex spender in the S&amp;P 500 behind only Apple and Google. 

They…",14,0
4,2021-10-11 23:14:38,"$BBY › another solid call from this week

lucky’s ability to express accumulated earnings returned in the specifici… https://t.co/z2pVi045AV",0,2
5,2021-10-11 23:10:13,"@akramsrazor @loggyrhythm Marketplaces and AWS made it for them, D2C still applies, we discover product though… https://t.co/lHMNStnnPn",0,1
6,2021-10-11 23:10:05,#investing $goog $amzn What company will do a stock split first?,0,0
7,2021-10-11 23:00:06,"Back in the good ol' days, a good retail location was kinda like a marketing expense, it would drive more traffic t… https://t.co/OZXh3MyFBq",1,40
8,2021-10-11 23:00:04,"【GAFAM】
📱 $GOOG 2776.95 (-0.86%)
🛒 $AMZN 3246.30 (-1.29%)
📘 $FB 325.45 (-1.39%)
🍎 $AAPL 142.81 (-0.06%)
🖥 $MSFT 294… https://t.co/VKx2JDRXOA",0,0
9,2021-10-11 22:59:56,Alphabet Insider Trades $560K In Company Stock $GOOG https://t.co/9BE9J8GVDP,0,0
10,2021-10-11 22:50:05,"Stock: $GOOG - Alphabet Inc.
*** NEWS ***
Former Pentagon Chief's Startling Revelations On US AI Tech Versus China:… https://t.co/YWyUa7wBtk",0,1
11,2021-10-11 22:48:52,"RT @SixSigmaCapital: $FB $APPL $GOOG $TWTR

“Facebook is the 3rd largest capex spender in the S&amp;P 500 behind only Apple and Google. 

They…",14,0
12,2021-10-11 22:48:46,"RT @Matt_Cochrane7: The global ad market is big - and growing! - but Alphabet $GOOGL $GOOG has its sights on a much larger TAM.

How ""big""…",5,0
13,2021-10-11 22:48:18,"#BTC as a company would be top 5 in the US (by market cap): $AAPL, $MSFT, $GOOG, $AMZN, $BTC

At some point in our… https://t.co/NKsb5lIVQC",0,0
14,2021-10-11 22:34:40,"RT @TraderBJones: The big Losers today.
 $AMZN, $FB, $GOOG.
Financials, Oils etc.",1,0
15,2021-10-11 22:29:22,"$BTC $ETH $LINK $XTZ $ADA $VET $KNC $SXP $TWTR $ES $JD $BABA $BIDU $TME 
$SPY $QQQ $DIS $TSLA $SHOP
$AMD $AAPL $SQ… https://t.co/GRc4eOfXFP",0,0
16,2021-10-11 22:26:19,"$GOOG Do not try to time the market. Corrections or pullbacks happen all the time. Staying invested, having patienc… https://t.co/OE8GA9HJIf",0,0
17,2021-10-11 22:19:26,@Wallfacer_LuoJi @willis_cap Listened to @altcap at a PB conference a few months ago talk about how the concept of… https://t.co/6tXyACGkGb,0,2
18,2021-10-11 22:18:22,"@Wallfacer_LuoJi @willis_cap The TAM definition for $GOOG, $FB, &amp; $AMZN has always been underestimated / misunderst… https://t.co/v43IXJAuan",0,6
19,2021-10-11 22:14:14,$tsla #tesla $goog $amzn $aapl $lcid $nio $f $gm $spce $xpev $li https://t.co/KnPGf9tbNW,0,0
20,2021-10-11 22:13:38,$tsla #tesla $goog $amzn $aapl $lcid $nio $f $gm $spce $xpev $li https://t.co/XtoBIQxHWK,0,0
21,2021-10-11 22:13:32,"In today's recap, I go over latest monthly jobs report and upcoming economic data 

https://t.co/IIaNr0FZCf

Sign u… https://t.co/tCpt7nOmt7",0,0
22,2021-10-11 22:13:26,$tsla #tesla $goog $amzn $aapl $lcid $nio $f $gm $spce $xpev $li https://t.co/kz2kI0bvOP,0,0
23,2021-10-11 22:11:50,$tsla #tesla $goog $amzn $aapl $lcid $nio $f $gm $spce $xpev $li https://t.co/XGCGhmtqgk,0,0
24,2021-10-11 22:08:20,@Fwiz @JoePompliano @YouTube This is why I own $Goog - amazing.,0,1
25,2021-10-11 21:59:47,"RT @mattkaness: @DavidSacks Isn’t the one main difference Section 230, that shields $FB (and $GOOG) from the liability risk those others ha…",1,0
26,2021-10-11 21:59:27,$GOOGL $GOOG  EXPLAINER: How global deal stems corporate use of tax havens https://t.co/ObJHraSFKN,0,0
27,2021-10-11 21:43:29,"Get instant updates and free trials join here 

$AMC $GME $NOK  $SPY $RH $BB $RKT $AAPL $AAL $NAKD $SOL $DAL $M… https://t.co/iiOmK4uyyC",0,1
28,2021-10-11 21:40:28,"Most winning trading chat!!! For a limited time, we are opening our trading chatroom to the public! 

$YANG $BMA… https://t.co/NkFA09m7fy",0,1
29,2021-10-11 21:39:04,Scan results - Fell Below 50 DMA today: $DV $SEMR $DFS $ETSY $TASK $SWCH $VZIO $ANF $ORA $AB $CMI $PLCE $DISH $MSFT… https://t.co/0yPjVhqqpT,0,0
30,2021-10-11 21:38:57,RT @NickRokke: Still an amazing amount of skepticism surrounding shared autonomous vehicle ( #SAV) networks. This will change after people…,1,0
31,2021-10-11 21:37:50,"$BTC $ETH $LINK $XTZ $ADA $VET $KNC $SXP $TWTR $ES $JD $BABA $BIDU $TME 
$SPY $QQQ $DIS $TSLA $SHOP
$AMD $AAPL $SQ… https://t.co/gyO12FlT3B",0,0
32,2021-10-11 21:32:04,"@rhemrajani9 It’s also got existing partnerships with $GOOG and $MSFT, so that reinforces confidence.

I’m looking… https://t.co/ArKoiHsKvk",0,0
33,2021-10-11 21:31:22,"$BTC $ETH $LINK $XTZ $ADA $VET $KNC $SXP $TWTR $ES $JD $BABA $BIDU $TME 
$SPY $QQQ $DIS $TSLA $SHOP
$AMD $AAPL $SQ… https://t.co/a1dVKOWbHC",0,1
34,2021-10-11 21:28:43,"RT @Theunksmoney: Watchlist for 10/12

I tried to find a bullish set up I liked but couldn't find one. Having said that, I will be trading…",2,0
35,2021-10-11 21:23:39,"RT @WallStSnacks: Bull Forecasts
October 11, 2021 13:04:00 PDT
🐂🐂🐂🐂🐂
ticker : log change intraday
$AMZN : -0.73
$GOOG : -0.47
$CMG : -1.65…",1,0
36,2021-10-11 21:23:36,"RT @dailycandlestix: $GOOG Below Avg Volume
Daily appearances since 2014: 74
Close 5 days later ±:
Avg: 15.98
SD: 41.18
Worst: -123.41
Best…",1,0
37,2021-10-11 21:23:31,RT @potter_stocks: Former Pentagon Chief's Startling Revelations On US AI Tech Versus China: FT $GOOG,1,0
38,2021-10-11 21:23:10,"Watchlist for 10/12

I tried to find a bullish set up I liked but couldn't find one. Having said that, I will be tr… https://t.co/ZWevsiQKRY",2,9
39,2021-10-11 21:22:30,Former Pentagon Chief's Startling Revelations On US AI Tech Versus China: FT $GOOG,1,0
40,2021-10-11 21:12:56,Former Pentagon Chief's Startling Revelations On US AI Tech Versus China: FT $GOOG $GOOGL https://t.co/OT0jztMbBG,0,0
41,2021-10-11 21:12:00,Still an amazing amount of skepticism surrounding shared autonomous vehicle ( #SAV) networks. This will change afte… https://t.co/jAYBKHaBPb,1,0
42,2021-10-11 21:01:48,The spread between $GOOG &amp; $GOOGL collapsed. $GOOGL is now trading at a premium,0,2
43,2021-10-11 20:59:59,@APompliano @YouTubeCreators This will have a negative impact on $goog  $googl q4 eps of $0.01,0,0
44,2021-10-11 20:51:35,I've  made 36k  with them . If you really want to make a huge profit on trading .... Choose this professional chat:… https://t.co/gN5l6RO5gj,0,0
45,2021-10-11 20:45:25,"Everyone and everything is going green - including bonds. But what does it really mean, and how do you separate the… https://t.co/yiHWXMIDb0",0,0
46,2021-10-11 20:25:58,"Monday's Top Flow in S&amp;P 500 #SP500, Buy Flow &amp; Sell Flow $TFX $MSFT $MDT $CVX $TMUS $WYNN $TSLA $MRK $PSA $MRNA… https://t.co/2KaOhRC5XJ",0,0
