,datetime,post,retweets,favorites
0,2021-10-05 23:59:05,RT @WSBConsensus: Apple ( $AAPL ) suppliers warned that energy crunch in China threatens supply chain,1,0
1,2021-10-05 23:58:27,$AAPL suppliers warned that energy crunch in China threatens supply chain,0,1
2,2021-10-05 23:58:07,Apple ( $AAPL ) suppliers warned that energy crunch in China threatens supply chain,1,9
3,2021-10-05 23:57:53,"RT @ElkanTrades: Trading just like life sometimes, is not about how you perform when everything goes your way, it is about how do you perfo…",3,0
4,2021-10-05 23:57:40,"SPDR-ETF Report For Tuesday, Oct. 5 $FXE $GSX $AAPL $MSFT $EEM $GLD $TLT $XHB $XLE $XSD $CNBS $XLI https://t.co/n5fjaWiIPH",0,0
5,2021-10-05 23:56:53,"$AXS BOTTOM GEM. 

$SPY $TSLA $SHOP  $AMZN $NVDA $ROKU $EBAY $AMD $BB $DAL $DOW $QQQ $ZNGA $AAPL $ESE $SPCE $FCEL… https://t.co/nUmYoYZA0O",0,1
6,2021-10-05 23:56:02,Apple rolling out new Find My features for AirPods Pro and AirPods Max https://t.co/d5lQrLmSmg $AAPL https://t.co/dLCQJ7r2Sq,0,1
7,2021-10-05 23:54:28,"$AAPL is on fire🔥🔥
follow our latest update 

$GNID $BICB $CGNH $DYNT $ARYC $SNDD $PCTL $OZSC $CTYX $LLBO $EMED… https://t.co/MnXFhicCsp",0,0
8,2021-10-05 23:54:06,"Best discord group over 80k members and even have their own app join here 

$AYRO $VICI $LB $GPK $RCL $YNDX $CCL… https://t.co/lCzV56OX72",0,0
9,2021-10-05 23:53:36,"RT @LimitlessT1: LT Focus List 🎯

Calls 🟩
$BA over 230: 235c
$SQ over 239: 240c
$TSLA over 800: 820c

Puts 🟥
$NVDA under 200: 197.50p
$ROKU…",6,0
10,2021-10-05 23:53:09,"🔴🔴  You are invited to test drive PREMIUM features for 2 weeks!

via ⟶ 

📊
$SPAQ $JAKK $IDEX $BOXL $TSLA $NKLA… https://t.co/JQSewqhCL0",0,0
11,2021-10-05 23:52:09,"RT @LiveSquawk: $AAPL | Apple Suppliers Warn That China Energy Disruption Threatens Supply Chain – FT
https://t.co/eA2hI5mvzH",11,0
12,2021-10-05 23:51:07,"RT @LiveSquawk: $AAPL | Apple Suppliers Warn That China Energy Disruption Threatens Supply Chain – FT
https://t.co/eA2hI5mvzH",11,0
13,2021-10-05 23:49:23,"🚀Alerted an entry for $SPY win of 121%. 

✅Check us out

🔥

$NAKD $TSLA $AAPL $NIO $SPY $INTC $GE $SNDL $NXTD $KGC… https://t.co/b2LxuqlZlI",0,0
14,2021-10-05 23:49:08,"📈 Performance of some of the fellow traders of our Community .

Calculated risk ,Great Analysis, Regular Alerts🚀

🎉… https://t.co/aPTVxbzwvu",0,0
15,2021-10-05 23:48:49,RT @GerberKawasaki: It’s time again for the $GK ETF - October Shareholder Meeting 2 PM PST tomorrow. Be there or be...  https://t.co/ukkNEE…,2,0
16,2021-10-05 23:48:45,"RT @LimitlessT1: LT Focus List 🎯

Calls 🟩
$BA over 230: 235c
$SQ over 239: 240c
$TSLA over 800: 820c

Puts 🟥
$NVDA under 200: 197.50p
$ROKU…",6,0
