,datetime,post
29,2021-10-06 23:25:00,"We're LIVE NOW On @TrueTradingGrp's #YouTube Recapping Today's Session, A New $GOOG Swing Trade PLUS... 

...Should… https://t.co/IHlwJTXkVv"
30,2021-10-06 23:25:00,"We're LIVE NOW On @TrueTradingGrp's #YouTube Recapping Today's Session, A New $GOOG Swing Trade PLUS... 

...Should… https://t.co/pMuXbSK8Vb"
31,2021-10-06 23:24:48,"RT @BAMinvestor: LOOK at this $GOOG vs $MSFT price action

This is an example of ONE algo driving two (fundamentally) different stocks duri…"
32,2021-10-06 23:24:22,GOOG (Alphabet Inc.) 🚨 #Insider #stock alert! 💰 #Sale on 2021-10-06 - $GOOG 🇺🇸: Pichai Sundar (Chief Executive Offi… https://t.co/ltrfKq0AYx
33,2021-10-06 23:20:08,"Stock: $GOOG - Alphabet Inc.
*** NEWS ***
Pinterest (PINS) vs. Trade Desk (TTD): Which stock is a better buy? - Alp… https://t.co/nl8U8yY2mC"
34,2021-10-06 23:18:19,"Insider Sundar Pichai reports selling 3,000 shares of $GOOG for a total cost of $8,127,903.52 https://t.co/tPAdcVwp7l #FNTL"
35,2021-10-06 23:17:44,"#FWSells $GOOG Pichai Sundar, Chief Executive Officer of Alphabet Inc. sold 3,000 shares on 2021-10-06. https://t.co/bJrfMOHNwo"
36,2021-10-06 23:15:56,"Current Market Cap

$TSLA ⚡️ - 774B
$BTC ⚡️ - 1T
$ETH ♦️ - 420B 
$AAPL 🍎 - 2.35T
$SQ ◽️ - 110B
$STRIPE 〰 - 90B… https://t.co/bL4T4FAEzH"
37,2021-10-06 23:14:38,"RT @Kaliyas2: ALWAYS zoom out the chart to see what’s really going on. 

$LCID $AMZN $MSFT $HCMC $AAPL $SPY $TSLA $FB $GOOG $BABA $SQ $NFLX…"
38,2021-10-06 23:13:51,"RT @BullittCapital: @HelenTrailer I started in 2001, made more money than I could have ever imagined…and I still don’t know what the hell I…"
39,2021-10-06 23:11:47,"RT @BAMinvestor: LOOK at this $GOOG vs $MSFT price action

This is an example of ONE algo driving two (fundamentally) different stocks duri…"
40,2021-10-06 23:10:30,"RT @BAMinvestor: LOOK at this $GOOG vs $MSFT price action

This is an example of ONE algo driving two (fundamentally) different stocks duri…"
41,2021-10-06 23:10:29,"RT @ValueAnalyst1: Innovation &amp; Growth:
Sell $AAPL, Buy $TSLA

Public Safety:
Sell $FB, Buy $TSLA

Total Addressable Market:
Sell $NFLX, Bu…"
42,2021-10-06 23:10:23,"@HelenTrailer I started in 2001, made more money than I could have ever imagined…and I still don’t know what the he… https://t.co/3rCj6FtNPy"
43,2021-10-06 23:09:41,"LOOK at this $GOOG vs $MSFT price action

This is an example of ONE algo driving two (fundamentally) different stoc… https://t.co/KwNSZXSRmD"
44,2021-10-06 23:07:31,"RT @GafamBot: 【GAFAM】
📱 $GOOG 2747.08 (+0.86%)
🛒 $AMZN 3262.01 (+1.27%)
📘 $FB 333.64 (+0.20%)
🍎 $AAPL 142.00 (+0.63%)
🖥 $MSFT 293.11 (+1.51…"
45,2021-10-06 23:04:12,"6) Trust Radius

TrustRadius is a review site for business technology.

TrustMaps are 2-dimensional charts based on… https://t.co/1CqCWQMa8O"
46,2021-10-06 23:04:08,"2) Forrester Wave

A guide for buyers considering their purchasing options in a technology marketplace.

Participan… https://t.co/p2ci6L7t1z"
47,2021-10-06 23:04:06,"Below are examples of the Gartner Magic Quadrant.

Highest ability to execute:

🟦 Ad Tech: $GOOG $TTD $AMZN
🟦 Digit… https://t.co/kJwwOYwDyZ"
48,2021-10-06 23:02:00,"RT @Bot4DTU: Most Searched Stocks 🔎

Ticker · Price · Change · Change(%)

$AAPL       142.00$    0.89$    0.63%
$FB           333.64$    0.…"
49,2021-10-06 23:01:52,"Google abandons plans to offer bank accounts to users https://t.co/sGMQLfF632

A setback for Citigroup who was fina… https://t.co/sx1oxBAwTB"
50,2021-10-06 23:01:40,"Most Searched Stocks 🔎

Ticker · Price · Change · Change(%)

$AAPL       142.00$    0.89$    0.63%
$FB           33… https://t.co/K6rVILgC0M"
51,2021-10-06 23:00:04,"【GAFAM】
📱 $GOOG 2747.08 (+0.86%)
🛒 $AMZN 3262.01 (+1.27%)
📘 $FB 333.64 (+0.20%)
🍎 $AAPL 142.00 (+0.63%)
🖥 $MSFT 293… https://t.co/sj7SCdvPm3"
52,2021-10-06 22:59:00,"✅ $GOOG: ""YouTube"" mentioned during General Motors ""General Motors Co Investor Event"" event https://t.co/mpDfQXsBwI"
53,2021-10-06 22:51:15,"$GOOG Insider RAGHAVAN PRABHAKAR has Sold 2,475 Shares.
Title :Senior Vice President
Total Cost: $6,714,501.5
Buy/S… https://t.co/Hkuc1Ep4XK"
54,2021-10-06 22:46:38,I've  made 36k  with them . If you really want to make a huge profit on trading .... Choose this professional chat:… https://t.co/6ZGtJIWE8d
55,2021-10-06 22:45:58,"Insider Activity seen in  $GOOG, RAGHAVAN PRABHAKAR (Senior Vice Pre) Sale, Total-Shares = 2,475, Transaction Price… https://t.co/ghQxIIpMo3"
56,2021-10-06 22:44:46,GOOG (Alphabet Inc.) 🚨 #Insider #stock alert! 💰 #Sale on 2021-10-04 - $GOOG 🇺🇸: RAGHAVAN PRABHAKAR (Senior Vice Pre… https://t.co/88h1OpPH3g
57,2021-10-06 22:38:43,"Insider Prabhakar Raghavan reports selling 2,475 shares of $GOOG for a total cost of $6,714,501.75 https://t.co/aCEs9yh0gh #FNTL"
58,2021-10-06 22:38:13,"ALWAYS zoom out the chart to see what’s really going on. 

$LCID $AMZN $MSFT $HCMC $AAPL $SPY $TSLA $FB $GOOG $BABA… https://t.co/GFMeRtuZis"
59,2021-10-06 22:38:08,"#FWSells $GOOG RAGHAVAN PRABHAKAR, Senior Vice President of Alphabet Inc. sold 2,475 shares on 2021-10-04. https://t.co/bJrfMOHNwo"
60,2021-10-06 22:36:30,"The POWER of DCA (Dollar Cost Averaging) !!

 $LCID $AMZN $MSFT $HCMC $AAPL $SPY $TSLA $FB $GOOG $BABA $SQ $NFLX… https://t.co/x4j6MxvJUs"
61,2021-10-06 22:32:24,"Welcome to our CHATROOM
Of Traders

$SPY $ES_F $BA $CLVS $SRNE $DVAX $ACB $OSTK $TRIL $LK $CODX $SAVE $GSX $INO… https://t.co/48W93UduKy"
62,2021-10-06 22:30:00,"We're LIVE In 1 HOUR @ 7:30 PM ET On @TrueTradingGrp's #YouTube Recapping Today's Session, A New $GOOG Swing Trade… https://t.co/I6MzEH50ZR"
63,2021-10-06 22:30:00,"We're LIVE In 1 HOUR @ 7:30 PM ET On @TrueTradingGrp's #YouTube Recapping Today's Session, A New $GOOG Swing Trade… https://t.co/pRnP7j02MX"
64,2021-10-06 22:30:00,"We're LIVE In 1 HOUR @ 7:30 PM ET On @TrueTradingGrp's #YouTube Recapping Today's Session, A New $GOOG Swing Trade… https://t.co/78trp8u5HV"
65,2021-10-06 22:26:26,"$GOOG When investing in markets, buy business with strong fundamentals, disruptive innovations, and Xceptional futu… https://t.co/SxR5oTpS0Q"
66,2021-10-06 22:24:43,"Apple's on device translation is awesome! It really justifies the NPU (outside photo tasks)
Having offline on deman… https://t.co/qIq0y9AxWG"
67,2021-10-06 22:08:02,"✅ $GOOG: ""Google"" mentioned during Box Inc ""Box Inc Virtual Investor Event Presentation at BoxWorks"" event https://t.co/daQ8NqX7jg"
68,2021-10-06 22:00:59,Did you know that Wall Street analysts have been cutting their earnings estimates for US Big Tech over the last mon… https://t.co/OH6PUfmQuR
69,2021-10-06 21:56:49,Hey everyone! I just posted a new video on 3 stocks I have been buying in the market weakness! (And I will continue… https://t.co/QtLkxjl5VO
70,2021-10-06 21:45:43,RT @TrueTradingGrp: LIVE TONIGHT @ 7:30 PM ET On @TrueTradingGrp's #YouTube We Recap Today's Session &amp; A New $GOOG Swing Trade Already +22%…
71,2021-10-06 21:43:02,"RT @LuoshengPeng: Have fun following the Speaker’s husband, an unusual intel source for well known stocks $CRWD $TSLA $GOOG $NVDA 😂

https:…"
72,2021-10-06 21:41:05,"RT @ValaAfshar: Largest market cap ($ trillion): 

1 $AAPL $2.31T
2 $MSFT $2.17T
3 $GOOG $1.79T
4 $AMZN $1.64T
5 $BTC $1.03T
6 $FB $0.918T…"
73,2021-10-06 21:34:18,RT @TrueTradingGrp: LIVE TONIGHT @ 7:30 PM ET On @TrueTradingGrp's #YouTube We Recap Today's Session &amp; A New $GOOG Swing Trade Already +22%…
74,2021-10-06 21:34:02,"ALERTS AND UPDATES AND FREE TRIALS JOIN HERE 

$TSLA $SPY $BA $GME $WMT $BBY $QQQ $TD $S $NIO $D $AMC $RKT $ITM… https://t.co/DuKp8lj4O3"
75,2021-10-06 21:32:31,RT @MikeEdward_TTG: LIVE TONIGHT @ 7:30 PM ET On @TrueTradingGrp's #YouTube We Recap Today's Session &amp; A New $GOOG Swing Trade Already +22%…
76,2021-10-06 21:32:26,RT @WolfOfWeedST: LIVE TONIGHT @ 7:30 PM ET On @TrueTradingGrp's #YouTube We Recap Today's Session &amp; A New $GOOG Swing Trade Already +22%;…
77,2021-10-06 21:27:40,LIVE TONIGHT @ 7:30 PM ET On @TrueTradingGrp's #YouTube We Recap Today's Session &amp; A New $GOOG Swing Trade Already… https://t.co/670VwJbhgR
78,2021-10-06 21:27:25,LIVE TONIGHT @ 7:30 PM ET On @TrueTradingGrp's #YouTube We Recap Today's Session &amp; A New $GOOG Swing Trade Already… https://t.co/e3DZwW2Lpd
79,2021-10-06 21:27:08,LIVE TONIGHT @ 7:30 PM ET On @TrueTradingGrp's #YouTube We Recap Today's Session &amp; A New $GOOG Swing Trade Already… https://t.co/r9dkkfDTz8
80,2021-10-06 21:18:19,"SafeVchat gives immediate controls to the online chat organizer, controlling the chat which can eliminate unwanted… https://t.co/WPqnX5WpE1"
81,2021-10-06 21:15:43,"RT @GafamBot: 【GAFAM】
📱 $GOOG 2731.03 (+0.28%)
🛒 $AMZN 3238.05 (+0.53%)
📘 $FB 331.53 (-0.43%)
🍎 $AAPL 139.96 (-0.81%)
🖥 $MSFT 289.36 (+0.21…"
82,2021-10-06 21:05:10,In tonight's report we take a deep dive into Wall Street’s earnings expectations for US Big Tech &amp; what those say a… https://t.co/Z3GWejTzo0
83,2021-10-06 20:58:44,"Join the most profitable trading group 

$GOOG $AAPL $SPY $AMZN $TDOC $TSLA $COST $BA $NFLX $NVDA $TWTR $ZM $BABA… https://t.co/OcbDnLm4jA"
84,2021-10-06 20:57:40,"on Sep 27th our #AI forecasted $GOOG to be bearish (below 2830$) until Oct 6th. That was right so far.

on Sep 28th… https://t.co/zpc6fMGPF5"
85,2021-10-06 20:56:00,"✅ $GOOG: ""Google"" mentioned during Marvell Technology Inc ""Marvell Technology Inc Investor Day"" event https://t.co/TgFxKkXFdK"
86,2021-10-06 20:53:34,"Google announces $1B investment in 'Africa's digital transformation'
$GOOG $GOOGL"
87,2021-10-06 20:52:25,"Google announces $1B investment in 'Africa's digital transformation'
$GOOG $GOOGL"
88,2021-10-06 20:44:42,"“Invest in what you consume” - Sha Osman

$LCID $AMZN $MSFT $HCMC $AAPL $SPY $TSLA $FB $GOOG $BABA $SQ $NFLX $NVDA… https://t.co/1lMcTpaDyP"
89,2021-10-06 20:42:45,@jakUbak2mars I don’t know I just started buying $GOOG and kept at it lol. Difference is voting shares.
90,2021-10-06 20:41:35,"@meckimac @GM How come @CNBC 🤡is failing to point out that $GMs plan to profitability 

is to 

COPY WHAT $TSLA HAS… https://t.co/IzjokWndpt"
91,2021-10-06 20:39:31,"Get instant updates and free trials join here 

$AMC $GME $NOK  $SPY $RH $BB $RKT $AAPL $AAL $NAKD $SOL $DAL $M… https://t.co/NArEfQ2Icq"
92,2021-10-06 20:37:30,"In today's recap, I go over the proposed deal to raise the debt ceiling

https://t.co/sc0yOMXRZJ

Sign up to receiv… https://t.co/aIW5q8GGda"
93,2021-10-06 20:33:16,"$BTC $ETH $LINK $XTZ $ADA $VET $KNC $SXP $TWTR $ES $JD $BABA $BIDU $TME 
$SPY $QQQ $DIS $TSLA $SHOP
$AMD $AAPL $SQ… https://t.co/Li7S5bNvqR"
94,2021-10-06 20:32:02,"Top 5 Put-to-Call ratio changes (towards calls):
$ASML PCR: 1.062 (-1.333)
$MDLZ PCR: 0.045 (-1.312)
$GOOG PCR: 0.9… https://t.co/elPp5ibvcp"
95,2021-10-06 20:29:59,"RT @LuoshengPeng: Have fun following the Speaker’s husband, an unusual intel source for well known stocks $CRWD $TSLA $GOOG $NVDA 😂

https:…"
96,2021-10-06 20:27:06,"RT @bilal9623: $MQ has partnerships with $goog $dash $sq $afrm 

Its total processed volume is up 110% for the first six months of this yea…"
97,2021-10-06 20:26:29,"$TSLA vs. $GOOG #Waymo  

the one is afraid to roll out the tech 
the other is not ... https://t.co/A8naHHT58W"
98,2021-10-06 20:26:14,"RT @bilal9623: $MQ has partnerships with $goog $dash $sq $afrm 

Its total processed volume is up 110% for the first six months of this yea…"
99,2021-10-06 20:24:58,"@LiviamCapital @stockthoughts81 $AAPL was expensive at $500B, at $1T, $1.5T, and at $2T+. People always fear FAAMG… https://t.co/hHXU5BcFE8"
100,2021-10-06 20:20:24,"$MQ has partnerships with $goog $dash $sq $afrm 

Its total processed volume is up 110% for the first six months of… https://t.co/4vvfu6ddgP"
101,2021-10-06 20:08:58,"RT @HeroDividend: 10 companies people can’t live without

American Water Works $AWK
Johnson and Johnson $JNJ
Waste Management $WM
Proctor a…"
102,2021-10-06 20:07:51,"NASA reassigning two astronauts from training on a Boeing vehicle to SpaceX because of persistent, years-long delay… https://t.co/0gr58Zf0kA"
103,2021-10-06 20:06:40,$GOOG 2800 this week?
104,2021-10-06 20:03:29,"RT @ValaAfshar: Largest market cap ($ trillion): 

1 $AAPL $2.31T
2 $MSFT $2.17T
3 $GOOG $1.79T
4 $AMZN $1.64T
5 $BTC $1.03T
6 $FB $0.918T…"
105,2021-10-06 20:01:41,#Options Flow Stream Update $AMZN $TSLA $MSFT $IBB $GOLD $GOOG $SPY $SPX #OptionsTrading #OptionsFlow #optionstrade… https://t.co/iJ9uT5bEYh
106,2021-10-06 19:58:56,"RT @kjlabuz: 7/ Changing consumer behavior is hard, but there are signs of progress. Direct shopping on @Klarna is growing and it is the #3…"
107,2021-10-06 19:58:53,"RT @sbbot123: Most Searched Stocks 🔎

Ticker · Price · Change · Change(%)

$AAPL       141.30$    0.19$    0.13%
$FB           333.78$    0…"
108,2021-10-06 19:58:50,"RT @TradeWithAlerts: Top 10 symbols in terms of trading different option symbols:
1) $SPY
2) $SPXW
3) $QQQ
4) $AMZN
5) $TSLA
6) $AMC
7) $AA…"
109,2021-10-06 19:58:46,"RT @BioBucksUT: Cue Health $HLTH, Google Cloud $GOOG $GOOGL Partner to Track Respiratory Viral Variants

Cue Health announced on Wednesday…"
110,2021-10-06 19:58:02,"RT @SocietyGoBrrrrr: @ParanoidAnalyst in terms of immediate impact I agree, I'm speaking to this more as a clear trend with $aapl's M1 and…"
111,2021-10-06 19:57:59,"RT @bearcattrades: wowowow some major bulls getting in on $GOOG during this power hour

Flow provided by @unusual_whales https://t.co/wVixE…"
112,2021-10-06 19:57:56,"RT @pejmanhnia: Largest market cap ($ trillion): 

1 $AAPL $2.31T
2 $MSFT $2.17T
3 $GOOG $1.79T
4 $AMZN $1.64T
5 $BTC $1.03T
6 $FB $0.918T…"
113,2021-10-06 19:57:54,"RT @10Tril: I simplify my growth investment strategy into one sentence: Over a 10 year time horizon, a 10 Trillion market cap for a company…"
114,2021-10-06 19:57:51,"RT @bitc0inarmadil0: @TradingThomas3 Papa $GOOG became a GAARP play at 2600s , now FOMO"
115,2021-10-06 19:55:41,"RT @63_hyacinth: #SocialStocks: Facebook gets backlash on multiple fronts, competitors capitalize
$FB $TWTR $SNAP $ZM $FIVN $AMZN $NFLX $GO…"
116,2021-10-06 19:54:52,$goog $googl $shib #alphabet #shiba  #ShibaSwap #Bitcoin #cryptocurrecy #Google4Africa #Google #GoogleAnalytics https://t.co/HqJrcNgraH
117,2021-10-06 19:54:00,"major news 9/30
$AAPL
$F
$BBBY
$BAC
$SPCE
$MSFT
$XOM
$RIDE
$WFC
$PFE
$TSLA
$FB
$GM
$XLRN
$DIS
$MRNA
$SESN
$WMT… https://t.co/y1PoCPug8f"
118,2021-10-06 19:53:45,"RT @pandabearchap: @WholeMarsBlog $GM trying to portray itself as a growth company, 
when in fact, 
it wil have to chew off its arm (ICE) a…"
119,2021-10-06 19:52:27,"$BTC $ETH $LINK $XTZ $ADA $VET $KNC $SXP $TWTR $ES $JD $BABA $BIDU $TME 
$SPY $QQQ $DIS $TSLA $SHOP
$AMD $AAPL $SQ… https://t.co/qTsUL2IW0f"
120,2021-10-06 19:51:40,"@TradingThomas3 Papa $GOOG became a GAARP play at 2600s , now FOMO"
121,2021-10-06 19:49:51,"#SocialStocks: Facebook gets backlash on multiple fronts, competitors capitalize
$FB $TWTR $SNAP $ZM $FIVN $AMZN $NFLX $GOOG $GOOGL"
122,2021-10-06 19:45:36,"RT @jacqmelinek: ICYMI @BankofAmerica research shows #bitcoin is:

- 9th largest asset in the world by market value 
- 2nd best performing…"
123,2021-10-06 19:44:52,#Options Flow Stream Update $TSLA $GOOG $FB $T $ABNB $EXPE $MRNA $SPY $QQQ $SPX #OptionsTrading #OptionsFlow… https://t.co/GCssl7VPth
124,2021-10-06 19:44:25,"#SocialStocks: Facebook gets backlash on multiple fronts, competitors capitalize
$FB $TWTR $SNAP $ZM $FIVN $AMZN $NFLX $GOOG $GOOGL"
125,2021-10-06 19:44:14,#Options Flow Stream Update $TSLA $GOOG $FB $T $ABNB $EXPE $MRNA $SPY $QQQ $SPX #OptionsTrading #OptionsFlow… https://t.co/pNUT5525gQ
126,2021-10-06 19:43:52,"@WholeMarsBlog $GM trying to portray itself as a growth company, 
when in fact, 
it wil have to chew off its arm (I… https://t.co/a2ckgupyg2"
127,2021-10-06 19:43:41,#Options Flow Stream Update $TSLA $GOOG $FB $T $ABNB $EXPE $MRNA $SPY $QQQ $SPX #OptionsTrading #OptionsFlow… https://t.co/hcmRpPtyhU
128,2021-10-06 19:37:51,"Don’t get it twisted, many countries are starting to input EV taxes. Still you’ll be saving a lot of money each yea… https://t.co/hF0sMdmy5u"
129,2021-10-06 19:37:22,RT @Benzinga: Clearly the most important news of the day... Android is returning to tradition and naming Android 12's OS system Snow Cone🍦…
130,2021-10-06 19:29:42,@Best_Thx_Krgds agree on $aapl leverage. but I suspect $goog has hidden leverage via the world's most popular brows… https://t.co/99HjsDfbEK
131,2021-10-06 19:27:02,"I simplify my growth investment strategy into one sentence: Over a 10 year time horizon, a 10 Trillion market cap f… https://t.co/YtjbD5eXXu"
132,2021-10-06 19:25:12,"Largest market cap ($ trillion): 

1 $AAPL $2.31T
2 $MSFT $2.17T
3 $GOOG $1.79T
4 $AMZN $1.64T
5 $BTC $1.03T
6 $FB $0.918T
7 $TSLA $0.786T"
133,2021-10-06 19:23:08,RT @Benzinga: Clearly the most important news of the day... Android is returning to tradition and naming Android 12's OS system Snow Cone🍦…
134,2021-10-06 19:22:20,Clearly the most important news of the day... Android is returning to tradition and naming Android 12's OS system S… https://t.co/UBGskTPMnY
135,2021-10-06 19:22:08,"The new #CDRs join $AMZN, $GOOG, $TSLA, $NFLX, and $AAPL which have been actively trading on NEO for over a month.… https://t.co/28JG3YHySU"
136,2021-10-06 19:13:43,#Options Flow Stream Update $TSLA $GOOG $RKLB $AFRM $BTBT $SNY $DRI $SPY $SPX #OptionsTrading #OptionsFlow… https://t.co/TCDMLsssGS
137,2021-10-06 19:12:59,#Options Flow Stream Update $TSLA $GOOG $RKLB $AFRM $BTBT $SNY $DRI $SPY $SPX #OptionsTrading #OptionsFlow… https://t.co/ZAVz2qtdDz
138,2021-10-06 19:12:24,#Options Flow Stream Update $TSLA $GOOG $RKLB $AFRM $BTBT $SNY $DRI $SPY $SPX #OptionsTrading #OptionsFlow… https://t.co/KcQceQYOyU
139,2021-10-06 19:08:50,"wowowow some major bulls getting in on $GOOG during this power hour

Flow provided by @unusual_whales https://t.co/wVixEgaBrz"
140,2021-10-06 19:07:45,"@JeffBezos @007 I heard Jeremy Renner
$spy $qqq $iwm $nya $dia $aapl $goog $fb $nflx $msft"
141,2021-10-06 19:06:39,"Given humanity's nacent era 
of energy transition⚡

Perhaps,  @CNBC  &amp;  BidenBot 🤡

CAN  NO  LONGER  DENY 👀

TESLA'… https://t.co/KpTLKlL4Ns"
142,2021-10-06 19:05:16,RT @re_gzz: @Shibtoken @elonmusk @ElonMuskNewsOrg @SpaceX @SpaceXStarlink $QQQ $DIA $RDUS $UTHR $PTLA $ALDR $OPK $SBUX $ARWR $ONCS $MTEM $S…
143,2021-10-06 19:02:48,"@ParanoidAnalyst in terms of immediate impact I agree, I'm speaking to this more as a clear trend with $aapl's M1 a… https://t.co/gOiT68zBVg"
144,2021-10-06 19:00:01,"Stocks to consider as market rebounds
https://t.co/ezypPfU9L4
#Guru #GuruFocus #stocks #investing #valueinvesting… https://t.co/JGS3raBm70"
145,2021-10-06 18:56:21,Price x volume leaders Wednesday - $TSLA $AAPL $FB $AMZN $MSFT $AFRM $NVDA $MRNA $AMD $PLTR $NFLX $GOOGL $GOOG… https://t.co/HZo4wZ8Eks
146,2021-10-06 18:48:39,"RT @ValaAfshar: Largest market cap ($ trillion): 

1 $AAPL $2.31T
2 $MSFT $2.17T
3 $GOOG $1.79T
4 $AMZN $1.64T
5 $BTC $1.03T
6 $FB $0.918T…"
147,2021-10-06 18:47:53,"Most Searched Stocks 🔎

Ticker · Price · Change · Change(%)

$AAPL       141.30$    0.19$    0.13%
$FB           33… https://t.co/oszFUos25a"
148,2021-10-06 18:47:29,"Cue Health $HLTH, Google Cloud $GOOG $GOOGL Partner to Track Respiratory Viral Variants

Cue Health announced on We… https://t.co/zx8a11lH4y"
149,2021-10-06 18:43:11,$tsla #tesla $goog $amzn $aapl $lcid $nio $f $gm $spce $xpev $li https://t.co/5nyzlEaM0J
150,2021-10-06 18:42:51,"Top 10 symbols in terms of trading different option symbols:
1) $SPY
2) $SPXW
3) $QQQ
4) $AMZN
5) $TSLA
6) $AMC
7)… https://t.co/T8dEoDntPH"
151,2021-10-06 18:42:27,"RT @ValaAfshar: Largest market cap ($ trillion): 

1 $AAPL $2.31T
2 $MSFT $2.17T
3 $GOOG $1.79T
4 $AMZN $1.64T
5 $BTC $1.03T
6 $FB $0.918T…"
